label,t_ms,ax,ay,az
dysfunction,5659835,-0.021606,-0.159546,0.969360
dysfunction,5659855,0.001709,0.007202,1.016602
dysfunction,5659875,-0.005127,0.005127,1.001709
dysfunction,5659895,-0.003784,-0.002197,1.001709
dysfunction,5659915,-0.006592,-0.000122,1.002686
dysfunction,5659935,-0.008423,-0.000610,1.001953
dysfunction,5659955,-0.009644,-0.000610,1.003174
dysfunction,5659975,-0.010010,-0.000244,1.002441
dysfunction,5659995,-0.009277,-0.000610,1.001831
dysfunction,5660015,-0.009888,-0.000488,1.002319
dysfunction,5660035,-0.007935,0.002441,1.001465
dysfunction,5660055,-0.008423,0.001343,1.002075
dysfunction,5660075,-0.010132,-0.000732,1.003296
dysfunction,5660095,-0.011719,-0.002563,1.002319
dysfunction,5660115,-0.009399,0.000122,1.001221
dysfunction,5660135,-0.011475,-0.000122,1.003174
dysfunction,5660155,-0.011719,-0.000366,1.001831
dysfunction,5660175,-0.012817,-0.001465,1.004272
dysfunction,5660195,-0.009644,-0.000732,1.000610
dysfunction,5660215,-0.011475,-0.001099,1.002197
dysfunction,5660235,-0.012451,-0.001221,1.002808
dysfunction,5660255,-0.012817,-0.001465,1.001587
dysfunction,5660275,-0.012451,-0.000732,1.001465
dysfunction,5660295,-0.011353,-0.000122,1.002075
dysfunction,5660315,-0.011475,0.000244,1.001709
dysfunction,5660335,-0.011597,0.000610,1.002075
dysfunction,5660355,-0.013672,-0.000732,1.002808
dysfunction,5660375,-0.011719,-0.000977,1.003052
dysfunction,5660395,-0.011475,-0.000854,1.001831
dysfunction,5660415,-0.010986,0.000122,1.002197
dysfunction,5660435,-0.011719,-0.000610,1.004150
dysfunction,5660455,-0.010620,-0.000488,1.002686
dysfunction,5660475,-0.011353,-0.000977,1.002319
dysfunction,5660495,-0.011108,-0.002808,1.004028
dysfunction,5660515,-0.010376,-0.002075,1.003296
dysfunction,5660535,-0.009888,-0.001221,1.002686
dysfunction,5660555,-0.009155,0.000244,1.002197
dysfunction,5660575,-0.006836,0.000122,1.002808
dysfunction,5660595,-0.007080,0.001343,1.001831
dysfunction,5660615,-0.004272,0.001465,1.002075
dysfunction,5660635,-0.007935,-0.000122,1.002197
dysfunction,5660655,-0.008545,-0.000122,1.002441
dysfunction,5660675,-0.008057,0.000000,1.002197
dysfunction,5660695,-0.009521,-0.001099,1.003174
dysfunction,5660715,-0.009766,-0.001099,1.003784
dysfunction,5660735,-0.009155,-0.000854,1.001709
dysfunction,5660755,-0.008545,-0.000732,1.002930
